x,y
263.63728565493864,24.021307392620955
263.6939752908997,24.02535569030397
263.75063874160816,24.02975533725938
263.80727382950346,24.034506164409972
263.863878378115,24.039607989182787
263.9204502121456,24.045060615516125
263.97698715755564,24.05086383386707
264.03348704164597,24.05701742121956
264.0899476931418,24.06352114109295
264.146366942276,24.070374743551092
264.20274262087264,24.077577965211965
264.25907256243005,24.085130529257757
264.31535460220425,24.093032145445545
264.37158657729213,24.101282510118416
264.4277663267147,24.10988130621716
264.48389169149965,24.118828203292438
264.539960514765,24.12812285751749
264.5959706418015,24.137764911701343
264.6519199201555,24.147753995302544
264.70780619971185,24.15808972444339
264.7636273327764,24.168771701924697
264.81938117415865,24.179799517241044
264.87506558125386,24.191172746596568
264.93067841412596,24.20289095292123
264.98621753558916,24.214953685887625
265.0416808112906,24.227360481928294
265.09706610979197,24.240110864253516
265.15237130265166,24.25320434286966
265.20759426450667,24.26664041459799
265.2627328731538,24.280418563094013
265.31778500963185,24.294538258867323
265.3727485583024,24.308998959301945
265.42762140693173,24.323800108677197
265.4824014467715,24.338941138189035
265.5370865726401,24.35442146597191
265.59167468300325,24.37024049712114
265.6461636800552,24.386397623715773
265.700551469799,24.402892224841935
265.754835962127,24.4197236666167
265.8090150709013,24.436891302212455
265.8630867140338,24.45439447188175
265.9170488135664,24.47223250298265
265.97089929575066,24.490404710004594
266.02463609112755,24.508910394594732
266.07825713460693,24.52774884558476
266.13176036554717,24.546919339018267
266.18514372783386,24.566421138178526
266.23840516995944,24.58625349361683
266.2915426451014,24.606415643181286
266.3445541112015,24.62690681204612
266.39743753104375,24.647726212741407
266.4501908723331,24.668873045183396
266.5028121077734,24.690346496705196
266.5552992151453,24.71214574208807
266.60765017738373,24.73426994359307
266.65986298265585,24.75671825099332
266.7119356244382,24.779489801606612
266.7638661015936,24.80258372032861
266.8156524184483,24.82599911966645
266.86729258486855,24.849735099772865
266.9187846163372,24.87379074848075
266.97012653402976,24.898165141338243
267.02131636489077,24.92285734164421
267.07235214170913,24.947866400484276
267.1232319031943,24.973191356767288
267.1739536940512,24.998831237262227
267.2245155650555,25.024785056635636
267.2749155731286,25.051051817489476
267.32515178141233,25.07763051039944
267.3752222593431,25.104520113953775
267.4251250827264,25.131719594792507
267.47485833381074,25.15922790764717
267.52442010136104,25.18704399538097
267.5738084807324,25.21516678902941
267.6230215739432,25.243595207841366
267.67205748974806,25.27232815932063
267.7209143437102,25.301364539267883
267.76959025827455,25.33070323182314
267.81808336283916,25.36034310950862
267.8663917938276,25.39028303327209
267.9145136947602,25.420521852530623
267.9624472163259,25.451058405214823
268.0101905164528,25.481891517813484
268.0577417603791,25.51302000541868
268.10509912072376,25.544442671771314
268.15226077755665,25.576158309307075
268.1992249184685,25.60816569920285
268.24598973864033,25.640463611423574
268.29255344091325,25.673050804769474
268.29255344091325,25.673050804769474
274.4774507934239,30.00073889092083
280.7006600613269,34.296657409697666
286.9621812446224,38.56080636109999
293.2620143433103,42.793185745127815
299.60015935739057,46.99379556178111
305.97661628686325,51.16263581105991
312.3913851317283,55.29970649296419
318.84446589198586,59.40500760749397
325.3358585676358,63.478539154649226
331.8655631586781,67.52030113442999
338.43357966511286,71.53029354683622
345.03990808694004,75.50851639186793
351.68454842415963,79.45496966952516
358.36750067677156,83.36965337980787
365.088764844776,87.25256752271606
371.8483409281728,91.10371209824974
378.646228926962,94.92308710640893
385.48242884114364,98.71069254719357
392.3569406707177,102.46652842060375
399.2697644156841,106.19059472663938
406.220900076043,109.88289146530049
413.2103476517943,113.54341863658712
420.23810714293796,117.17217624049924
427.30417854947405,120.76916427703682
434.4085618714026,124.3343827461999
441.5512571087235,127.8678316479885
448.73226426143685,131.36951098240255
